pid,ECategory,Event,ELevel
241998,cultural,participated in cultural festival in diploma college in all 3 years,school
241998,sports,footbool,school
241998,games,carrom,school
241998,hobbies,"cycling,playing soccer,cricket. ",school
241998,sports,badminton,state
241998,games,chess,district
241998,sports,cricket,school
344146,sports,"badminton,swimming,  cricket, foot ball, volley ball,shot put",district
344146,games,chess,district
344146,cultural,acting in  annual programme,school
344146,hobbies,"reading books, listening music",school
344146,others,he has won various awards in sports at various level,district
324188,hobbies,singing,school
322058,sports,badminton and throwball,school
322058,cultural,performed at annual day,school
322058,hobbies,singing,school
344166,sports,athletics,state
344166,games,badminton,state
322198,sports,football,school
322204,sports,"cricket, volleyball",district
322204,games,table tennis,school
322180,sports,cricket,school
302116,cultural,musician/pianist/keyboardist,school
322080,sports,kho-kho,school
322080,games,chess,school
322080,hobbies,"singing, dancing, swimming",school
322178,sports,cricket,school
322178,games,football,school
322178,hobbies,"listening music, playing games,reading books",school
322188,sports,"football,badminton",school
322188,games,carrom,school
322188,cultural,drama,school
322188,hobbies,"painting,sketching,dancing,movies",school
322188,others,none,school
322202,sports,football,district
322202,games,fifa ,district
322202,cultural,danced,school
322202,others,part time youtuber (subscribe to my channel please!!!!),national
322194,sports,"football, badminton",school
322194,hobbies,"gaming, youtubing",school
322134,sports,football,school
322134,games,"fifa 16, gta 5, counter strike",national
322134,cultural,"dancing, acting",school
322134,hobbies,"football, gaming, dancing",school
322134,others,"ludo, monopoly ",school
322184,sports,cricket,school
322184,games,"carrom,chess",school
322184,cultural,none,school
322184,hobbies,"painting,sketching",school
322184,others,none,school
322192,sports,"football, table tennis",school
322192,cultural,guitar,school
322200,sports,to ride the downward spiral to hell!! [international level],national
322200,games,game of life? [spiritual level],national
322200,cultural,culturally trained to judge people [from outer side but crying about my own life from the inner side],national
322200,hobbies,"frequently take impossible tasks ,achieve it and make inappropriate jokes, if i dont complete the target,well idc and idk [international level]",national
322200,others,blue whale [spiritual level],national
322190,sports,football,district
322190,games,football,district
322190,cultural,none,school
322190,hobbies,reading,school
322190,others,coding,school
322208,sports,took a part in a sports competions,school
322206,sports,"football,cricket",school
322206,games,"clash of clans,clash royale,cs-go,cs-1.6,",district
324060,sports,karate,district
324060,cultural,music,school
324060,hobbies,music,school
322182,sports,basketball,district
326054,sports,-,school
326054,games,-,school
326054,cultural,-,school
326054,hobbies,-,school
326054,others,-,school
324106,sports,running races,school
324106,games,"kho-kho, hand ball",school
324106,cultural,"skit, drama",school
324106,hobbies,"reading books, sketching",school
324048,sports,-,national
324048,games,-,national
324048,cultural,-,national
324048,hobbies,-,national
324048,others,-,national
344008,sports,kabaddi,school
344008,cultural,skit and street plays,school
344008,hobbies,cycling and swimming,school
322046,sports,football ,school
322062,sports,football,school
322062,games,fifa,state
322050,sports,"running,skating,volleyball,basketball",school
322050,cultural,dance,school
322050,hobbies,"drawing,dancing,treking,playing carrom",school
322050,others,"participated in various exams like scolarship,pravinya pradnya,homi bhaba,etc",school
322216,sports,volleyball ,school
322216,hobbies,painting,state
326236,hobbies,"study of technology, photography, drawing",school
326232,hobbies,playing badmiton,school
322240,sports,football,school
322170,sports,football,school
322170,cultural,"essay, debate ",district
322170,hobbies,piano,school
324202,sports,"karate, kickboxing",national
326016,sports,school competition.,school
326016,games,cricket,school
326016,hobbies,"music, cricket.",school
326208,sports,cricket,school
326208,games,chess,school
326208,hobbies,tabla,state
326128,sports,atheletics,state
326128,games,"kho-kho,throwball",district
326128,cultural,drawing(2008),national
326128,others,boat pulling (type: skiff),school
326178,sports,"athletics, kho-kho",school
324130,sports,cricket,school
326018,sports,chess,district
326018,cultural,dance,school
326018,hobbies,calligraphy and coding,school
326018,others,passionate cricketer,school
322040,sports,kala krida kabaddi ,school
326042,sports,"kabbadi, kho-kho, volleyball, cricket, ",school
326042,games,"carrom ,chess",school
326042,hobbies,"writing, drawing, music, trecking",national
322238,sports,racing,school
322238,games,na  ,school
322238,cultural,na,school
322238,hobbies,na,school
322238,others,na,school
322248,sports,"sprinting, football",district
322248,cultural,"various dancing competitions, hosting events, quiz competitions, etc ",state
322248,hobbies,"reading, dancing.",school
322248,others,"science exibitions, essay competitions",national
322226,sports,"throwball, cricket",school
322226,hobbies,reading historical and mythological books.,school
322232,hobbies,"dancing,drawing",school
322232,others,essay writing,school
322236,hobbies,drawing,state
322234,sports,football,school
322234,games,table tennis,school
322218,sports,swimming,school
322218,games,table tennis,school
322218,hobbies,food,national
322222,sports,roller skating competition,district
322222,games,throwball,school
322222,cultural,"inter-school dance, drama, debate, elocution, teachers day(sfit 2017), freshers day(sfit 2017)",school
322222,hobbies,"dancing, reading",school
322222,others,-,school
322220,sports,"athletics,football,outdoor sports.",district
322220,games,atheltics.,school
322220,cultural,-,school
322220,hobbies,"cooking,reading,deep conversing.",school
322220,others,"psychology,philosophy,philanthrophy.",school
322212,hobbies,drawing,school
322252,sports,"throwball,running,kho-kho",school
322252,games,-,school
322252,cultural,"dance,r-ward group singing,drawing",school
322252,hobbies,"reading,dancing,listening to music,drawing",school
322252,others,-,school
322244,sports,cricket,school
322244,hobbies,watching cricket,national
326194,cultural,singing,school
326052,others,participated in limca quiz,school
326060,hobbies,drawing ,school
326250,sports,"football,basketball,table tennis,badminton,lawn tennis,cricket,squash",school
326250,games,chess,school
326250,cultural,"drama,skits,choir,art competition,cmca",school
326250,hobbies,scouts and guides,school
326250,others,"olympiads,",school
326086,hobbies,drawing,school
326026,sports,disk throw,school
326026,games,cricket,school
326026,cultural,school annual function,school
326026,hobbies,playing cricket,school
324204,sports,taekwondo,state
324204,games,football,school
326228,sports,cricket and table tennis,district
324238,cultural,"dance like bharatnatyam,kathak....etc",school
324238,hobbies,"reading,drawing,dancing,coding,collection of stamps",school
326104,sports,cricket,national
326104,games,handball ,state
326096,sports,"cricket, kabaddi",school
